type,commit_hash,modifications,lines_added,lines_removed,lines_added+removed,diff_methods,changed_methods,complexity
other,65a64c54072ea9a169098ff087cccfe726de03d5,2.0,226.0,17.0,243.0,30.0,32.0,225.0
other,cc82a311d55e09cb44c61f989294cf8fb3547a72,2.0,208.0,156.0,364.0,6.0,46.0,205.0
other,ebbe554e356d6bf2c61cfa8ba73c6779ef59fb00,1.0,49.0,12.0,61.0,-1.0,1.0,318.0
other,994b8a387eda5b674392306e0c7ce8477b145181,3.0,69.0,7.0,76.0,12.0,6.0,15.166.666.666.666.600
other,2b236fd66abbfffeb1c07a22dde5dcb8d3a2032c,7.0,63.0,72.0,135.0,1.0,27.0,6.557.142.857.142.850
other,c4498267504fef9d5c27a6442d8263b47372c50d,3.0,31.0,40.0,71.0,0.0,25.0,142.0
other,5df46746c1640125fea7e38c29481babeba63743,4.0,117.0,115.0,232.0,0.0,40.0,117.25
other,53ebedf932b71bed7b05220e31b24388301168a4,3.0,274.0,57.0,331.0,16.0,58.0,14.466.666.666.666.600
other,1109477958858846c091c8a449511ee6ac1def5a,3.0,218.0,51.0,269.0,7.0,28.0,135.0
other,616aafcd496569fbbb5d0be710d3b332e92bcf61,1.0,4.0,1.0,5.0,0.0,0.0,84.0
other,fada82ca036bad8962f911d83fc325e6f48e363b,2.0,269.0,128.0,397.0,8.0,37.0,161.5
other,345600e1a3d926fbe0d0de11cd156573999ae750,1.0,99.0,4.0,103.0,0.0,0.0,249.0
other,9235529746e208713732f7eb4dbbebc8b169d5dc,2.0,21.0,0.0,21.0,2.0,3.0,24.0
other,9896c2f10ba1e74bb2bccd9699b87e78b60c8991,2.0,267.0,84.0,351.0,8.0,49.0,152.0
other,b4e78aba9a4584c49dc70008796dfe5b3c29d8a6,3.0,163.0,22.0,185.0,8.0,11.0,10.933.333.333.333.300
other,68c41f169abafd409b95dfa36ca642c4972eb915,6.0,74.0,4204.0,4278.0,0.0,16.0,11.0
other,16d7926ad4261e755b33cd2fb244933789d5d82d,3.0,87.0,10.0,97.0,7.0,12.0,9.933.333.333.333.330
other,28434ce17d1b0bfb7f398d047e825f0f76b6e403,3.0,199.0,14.0,213.0,13.0,15.0,18.333.333.333.333.300
other,cef0ee5dc3212325edc8bd14e9c67a109b7e7884,2.0,25.0,0.0,25.0,2.0,2.0,52.5
other,ce7b990ada62aa9fc5087629333ec1754f86d936,2.0,3.0,5.0,8.0,0.0,1.0,182.0
other,71ead1911be28c1cae1eef765abf23724b776981,3.0,96.0,8.0,104.0,5.0,9.0,12.366.666.666.666.600
other,af671456b9d5566b49026ad2f067e5c4f3f0fe01,2.0,88.0,14.0,102.0,5.0,9.0,126.5
other,4a27e9179f17ce91df3a6b8518578f82cf1c8c86,3.0,163.0,59.0,222.0,10.0,21.0,8.966.666.666.666.660
other,70cf626bb5492e6f3ca67c22fdee0618e7fbf4a1,3.0,161.0,76.0,237.0,5.0,20.0,81.0
other,d3c57bd4f38d5d3944da88266dd9b474a84d802b,5.0,573.0,78.0,651.0,19.0,80.0,51.6
other,d5184eb9201af0744c8706ede05a6f03a37dfb5f,9.0,4755.0,1.0,4756.0,14.0,14.0,6.444.444.444.444.440
other,1ac039d07d958e6c5c55caea0e13198bce5a10ae,2.0,540.0,0.0,540.0,41.0,27.0,24.0
other,b7baf23d86305762ea4e42adc4054c0840eca5ca,9.0,1287.0,829.0,2116.0,24.0,193.0,6.533.333.333.333.330
other,0df45c5c4cc5909b898502d78e1e7fda5766fa69,1.0,7.0,0.0,7.0,0.0,0.0,18.0
other,2a39c0d282c8254be638b35412cd32aa87564656,2.0,2.0,2.0,4.0,0.0,0.0,64.5
other,3bcfadd215a29eddfbe56746e9894b6deaa1e24d,1.0,302.0,0.0,302.0,51.0,51.0,63.0
other,b0b000e29668517d21c37c696100bc8331117516,9.0,243.0,24.0,267.0,10.0,16.0,47.333.333.333.333.300
other,d18d8ce08a273bb73d8fe2bdbc99dfa95226ca54,2.0,40.0,21.0,61.0,1.0,10.0,28.5
other,a075e848c9f633ca673e47d4230b2220a9ed8dea,3.0,65.0,16.0,81.0,1.0,5.0,10.966.666.666.666.600
other,b814bc61eaddf6e9a4872ed385649540ef2083d9,2.0,21.0,1.0,22.0,1.0,2.0,90.5
security,9b8ea972bf7f4ecf6e9cf167ffc5a1fd775f7638,1.0,10.0,0.0,10.0,1.0,1.0,17.0
security,8bce6897f9f7e0b16508c462665e4f9d26d92e39,1.0,1.0,1.0,2.0,0.0,1.0,29.0
other,35d0922f46c95bd73b1d070b6963cf3512167854,2.0,22.0,27.0,49.0,-3.0,6.0,7.5
other,1abba290f5e3e7719ad2dfead2eb45d507ed492c,5.0,21.0,9.0,30.0,0.0,6.0,83.2
other,2a4c1f288d284d3266b5aec4decb167a3af0a976,1.0,34.0,14.0,48.0,4.0,6.0,9.0
security,4e08085cc8611b4aca72a3752d983ed74d473a61,11.0,151.0,1.0,152.0,3.0,3.0,36.363.636.363.636.300
other,fb155c47661ede5da395dfb4e620867263b8c8e7,1.0,6.0,3.0,9.0,0.0,2.0,147.0
other,4f0cf03bed4180e4e277a99e1194cc17b0d198d4,1.0,8.0,0.0,8.0,2.0,2.0,37.0
other,0b3b594e9aa167693536a2cb3493a4f64b80c0fa,2.0,27.0,0.0,27.0,1.0,2.0,119.0
other,9338fa1109f2b0a4855ba4ace4ed48cb4b0e1ba9,4.0,58.0,96.0,154.0,-2.0,49.0,40.75
security,bb47389d8578796e8a5c25463d7b59ce561b6719,3.0,82.0,7.0,89.0,2.0,4.0,112.0
other,7cbb0cbdadd16b963bc8959f8ad084fc9b785eda,1.0,2.0,3.0,5.0,0.0,2.0,10.0
other,c30b6e5410a2eb2c8db1f6f54b9b2f9797d45fa4,1.0,112.0,0.0,112.0,7.0,7.0,10.0
other,60f5406dcc094d0431420139bd002e8bdd4ea5d5,22.0,1079.0,510.0,1589.0,21.0,99.0,5.818.181.818.181.810
other,a75193b134dfe02652bb90dc5cb3fedc794708df,1.0,14.0,4.0,18.0,0.0,2.0,22.0
other,2e07d308d2189e9ffef4fa958fa20f467ffdcfe5,1.0,206.0,0.0,206.0,6.0,6.0,13.0
other,9343be07fc3a7d4c5e8043a4a22f398bef563e3c,1.0,7.0,6.0,13.0,0.0,4.0,85.0
other,eaadc9e6bd8f02b3f93396e85313998646f80c7e,1.0,17.0,8.0,25.0,0.0,1.0,360.0
other,7576c10e949252a3aad58cbee75ce0d8b57c48bb,1.0,22.0,0.0,22.0,1.0,4.0,76.0
security,1ab086360755fcb13356617fe6d738171889d810,1.0,97.0,0.0,97.0,9.0,9.0,43.0
other,3d0fb76bd5641969455df20fbdbb651cd6efb7ae,1.0,67.0,43.0,110.0,-1.0,10.0,32.0
other,e90fecef8675723b261370fd89f726221e6f56c5,1.0,10.0,2.0,12.0,0.0,1.0,34.0
other,f5dc99aa49f4832e3534dca6fdc90aa072ef0180,2.0,71.0,19.0,90.0,2.0,6.0,89.5
other,6a683da022ae6f7507b6a96b5d2790881e8c7549,4.0,265.0,49.0,314.0,18.0,30.0,78.0
other,49e85a1fd2ac13945be30a161286a50c0fa7485b,6.0,325.0,162.0,487.0,6.0,53.0,75.5
other,b64901db40b0d33c3347fd625a4262a091d04abf,1.0,64.0,39.0,103.0,0.0,0.0,85.0
other,dab882acc09b6a2c04c823375632b395cac961c0,1.0,25.0,16.0,41.0,0.0,1.0,104.0
other,0b2ef95640f41a3edf5faa73ffcaf340da311fba,22.0,177.0,58.0,235.0,0.0,18.0,2.409.090.909.090.900
other,60b1dfc169156f300045fd0e01e89b890661b5a7,18.0,139.0,145.0,284.0,0.0,89.0,42.833.333.333.333.300
other,f78f74f5a2cf1f73f974487816f998a6e37a9cf1,1.0,8.0,8.0,16.0,0.0,8.0,146.0
other,8a1e6ceec92963423b4cc9f5edded6363fc2c43f,4.0,56.0,28.0,84.0,1.0,11.0,55.5
other,6b46003b743f41532515975bcd1fc1053c108007,2.0,8.0,5.0,13.0,0.0,2.0,32.0
other,c25728dd79d9a5e1c1d29298f9b43246934d0e5b,1.0,8.0,10.0,18.0,0.0,1.0,147.0
security,0a67394f2a6401ae181d601e3724703829506bf6,3.0,32.0,12.0,44.0,1.0,5.0,35.0
other,a8a98a0fbb9c1c3530316fc774b31dd38704e207,2.0,18.0,3.0,21.0,2.0,3.0,10.0
other,2a6b4fe447b45c3e17ebaec32b0636cbf1e36e75,1.0,6.0,6.0,12.0,0.0,0.0,47.0
other,b70a1c22f9862df0404dda7e5b9be94ec666dcc7,1.0,63.0,60.0,123.0,0.0,8.0,69.0
security,fd162a351a0d12ceae8b3976b4b127609dce6196,4.0,26.0,26.0,52.0,0.0,16.0,37.0
security,c32411444715c89e9df6d398c4b32cf17ab58789,2.0,17.0,0.0,17.0,2.0,3.0,84.5
other,e71beb4a071c996372807d25d23708e2ab7b7683,5.0,37.0,6.0,43.0,3.0,6.0,38.0
other,7e5da6b0ad2ad9eb49bc0145cc9fd76b2aa737af,2.0,14.0,1.0,15.0,1.0,2.0,30.5
other,35bf0ab4a24d62853c79e15c62f9cd60b98ab3d2,1.0,17.0,0.0,17.0,1.0,1.0,140.0
other,c90f24948b3b79d494c599b53ea09d4e12076043,2.0,16.0,3.0,19.0,1.0,2.0,94.5
other,dde9196a49fd1dc50be65e4381518eb4cd9a953f,2.0,48.0,6.0,54.0,1.0,6.0,24.5
other,ef47c446a2c3dd9d4520b1cfe45283208ca9bb4c,7.0,52.0,46.0,98.0,1.0,13.0,11.071.428.571.428.500
other,353ec0b0cdbf46ddbc2755e482c62ec711badf90,1.0,1.0,1.0,2.0,0.0,1.0,10.0
other,c8f5992b7da832716e63ebce13dfce85f740b0b3,2.0,11.0,4.0,15.0,0.0,2.0,85.5
other,432ca1ef31d0fb031ab3aa91438e87fcfbe86a68,3.0,36.0,2.0,38.0,0.0,5.0,166.0
security,cc94dea6d7fad79e531ee723c31e2d92fb7ccf98,1.0,2.0,1.0,3.0,0.0,1.0,65.0
other,fee27209135228900cea58e78b71fbc4fdd7792c,2.0,34.0,8.0,42.0,1.0,6.0,28.5
other,b92c1b9db1c27b8035157a9016344db9e5f198ec,1.0,6.0,6.0,12.0,0.0,0.0,85.0
other,58f6cf5130a06e95e9f0ef078abea082417340f7,2.0,38.0,3.0,41.0,1.0,4.0,51.5
other,4db679b39e74b7671b2bf429bd206fafd9436f6e,4.0,20.0,23.0,43.0,0.0,4.0,135.25
other,24767e13877f3772515ac250474e34f4d4977c48,2.0,61.0,2.0,63.0,2.0,3.0,33.5
other,4048663140a157c68cc0a5f56a8739b0d9001feb,3.0,42.0,6.0,48.0,2.0,11.0,49.666.666.666.666.600
other,c99ac2b462a8e7aa3eae6a388572582092e63f4c,1.0,37.0,11.0,48.0,2.0,5.0,146.0
other,b16a4b26210807b88cf367928f7025a7baefe7a7,1.0,1.0,0.0,1.0,0.0,1.0,43.0
other,515ae8fef6c074dc16695df37459862a49eb1d5f,3.0,134.0,102.0,236.0,-2.0,8.0,12.833.333.333.333.300
other,ab2dbb98dd3eb22fa158a24519eb93a26e416bbc,1.0,5.0,4.0,9.0,0.0,1.0,62.0
other,dd0f2e9d1bcbc8528c44d5d98eedb419e4d02ed7,2.0,96.0,0.0,96.0,10.0,10.0,50.5
other,0b69d29ba144f5dd5673d42f797cefc07b2489d3,1.0,3.0,0.0,3.0,0.0,1.0,144.0
other,6e3fc45ebfca18395b2f74bd5a9aac4d8b5a60de,3.0,27.0,15.0,42.0,1.0,5.0,37.666.666.666.666.600
other,3a65dcd37bcc46916eab37f340298ab9e1ca49dc,8.0,665.0,23.0,688.0,43.0,55.0,41.875
other,e3d39f7ec069ad49bac7c59c2f2384dd2adf71dd,1.0,1.0,0.0,1.0,0.0,1.0,49.0
other,285ac49b6ac37475e6efd12f3f8971724c9fe4c0,1.0,1.0,0.0,1.0,0.0,0.0,38.0
other,62efd9184c86aeafd503119a3e5721921b941aba,2.0,103.0,141.0,244.0,-1.0,39.0,146.0
other,6a5a61a47a6a54c2ecffe54a234301cf4508d370,1.0,2.0,1.0,3.0,0.0,1.0,139.0
other,9877d1b4daeef0d1409b2bdc1fd5d7a71b320cff,1.0,1.0,1.0,2.0,0.0,1.0,144.0
other,e97bb77a0efc057e47e1692fdf7f858bdbdb65ed,1.0,4.0,0.0,4.0,1.0,1.0,50.0
other,f7de645ded33835ecf499ae5db724816bd5e34a2,1.0,1.0,1.0,2.0,0.0,1.0,168.0
other,99f2bafe1c0abb2791131dde5a702d3bb3ba28f3,2.0,23.0,7.0,30.0,1.0,7.0,148.5
other,c9b0262c4006f4d547726c03d5717bf53f6f4188,12.0,131.0,22.0,153.0,1.0,8.0,20.833.333.333.333.300
other,ea565b2e30e15cd52ddfc2ddc6db4ea8f1c3de88,3.0,44.0,23.0,67.0,0.0,21.0,12.533.333.333.333.300
security,6ca86d4de171d285a0fdc5456d836d323708bbc7,3.0,6.0,6.0,12.0,0.0,6.0,24.333.333.333.333.300
other,f695ea7f23e1df67aa28756da47b39b0a42cddfd,2.0,209.0,22.0,231.0,7.0,12.0,25.5
other,52454c61993e4d4376d429652104ae404503c3ad,3.0,151.0,129.0,280.0,4.0,32.0,89.0
other,4ab6a8258b0df3a3528029f810e1f48952dba2d7,3.0,1.0,14.0,15.0,-1.0,2.0,32.666.666.666.666.600
other,c46b61d56533d392246ef2884b9a6e552cd6b94c,12.0,130.0,215.0,345.0,-7.0,72.0,10.308.333.333.333.300
other,8f54a48ea5397e70bb81155e298f83a6b18623e5,4.0,28.0,27.0,55.0,-1.0,14.0,58.5
other,c5c4e7857cb25af822b9b3b1fbd158cbd168f48a,7.0,32.0,61.0,93.0,0.0,17.0,14.742.857.142.857.100
other,8e201297fe9e6b5c908848c3cef633966e49c0d9,10.0,118.0,107.0,225.0,3.0,31.0,107.2
other,5355762a6f90e3ac5f3bfe4d2e8e2b862f91d21b,15.0,48.0,36.0,84.0,2.0,31.0,43.266.666.666.666.600
other,9d4b4d9aead6b11f260c34862f0d63e28c016185,1.0,14.0,14.0,28.0,0.0,2.0,146.0
other,da95a56de7435bffcf9b8cf2e9494b2b0d209cf9,1.0,1.0,1.0,2.0,0.0,2.0,146.0
other,43abb40f6a3088f3092497eed73c75a0939d0fcd,1.0,2.0,2.0,4.0,0.0,2.0,146.0
other,9a5670beecbf43dd34f730299c609cce9fc7dff7,7.0,28.0,78.0,106.0,-5.0,17.0,8.528.571.428.571.420
other,6f232fdb6d11e8d030a6c986faf95636cd71f569,1.0,0.0,5.0,5.0,-1.0,1.0,1.0
other,7a279cb3853415671f79fd47de72eef837950bfa,2.0,86.0,15.0,101.0,7.0,11.0,38.0
other,f6c3ab9b16d1026d810a84c33f5476b26be5cd8d,4.0,122.0,145.0,267.0,2.0,23.0,66.25
other,8b0bdf3155c7c2d656cb158493118e9ccfae1009,9.0,257.0,52.0,309.0,14.0,30.0,46.666.666.666.666.600
other,f8c35e8ce3bae20d234e7cc37f644c71a93c9e03,1.0,1.0,1.0,2.0,0.0,1.0,22.0
other,96dec382e2369b54fe08890f849ab996a59507fd,1.0,3.0,2.0,5.0,0.0,1.0,13.0
other,7361b9a141622818623fe6b0ee49c44c2ef6935b,5.0,42.0,71.0,113.0,1.0,29.0,110.8
other,6a7dfe80bc99ba7cb23cf1daa6a25de406e6d965,1.0,1.0,2.0,3.0,0.0,1.0,54.0
other,b2c657b157cb53fffa87d758c6b646a7e890dd11,2.0,30.0,55.0,85.0,0.0,4.0,79.0
other,a8d11adf46c1b3d8589c860fbdd5a1c5caffde3e,3.0,8.0,1.0,9.0,0.0,2.0,33.666.666.666.666.600
other,c3f5112d992cc54d8e1e9a5bb9f28a5b362af988,5.0,5.0,11.0,16.0,0.0,4.0,22.0
other,8b6aa0dca55576a54e69fec59f40ddfaa3561adb,8.0,67.0,78.0,145.0,0.0,47.0,95.75
other,4a3226a711d2a156ac3becf40b184ab62cec8e47,4.0,26.0,10.0,36.0,1.0,5.0,115.5
other,c202640e12abcf7499e5bee9a216f575b86cf028,6.0,63.0,8.0,71.0,5.0,10.0,57.166.666.666.666.600
other,a9a1f736b1ebbe2d44de570343685241db62600e,1.0,6.0,5.0,11.0,0.0,0.0,103.0
other,7049b29fd5a1c1a3a187ae8a1434640818827b4d,4.0,15.0,12.0,27.0,0.0,6.0,38.0
other,9631227619ffe9497c67d92d20428682e5df8862,20.0,1277.0,632.0,1909.0,54.0,174.0,29.8
other,31ec212f84edbe04b9b705f521ed7dc3bd7ddc3a,1.0,6.0,2.0,8.0,0.0,1.0,50.0
other,ec572201658b566373845657a8aca7bc6d6214a4,1.0,0.0,8.0,8.0,-1.0,1.0,103.0
other,786e3b3048b84721c73a046b02a9edcbb6927686,3.0,61.0,0.0,61.0,4.0,6.0,133.0
other,e49dd7a2f08deac92fab3de2b8a63e90b588f746,5.0,75.0,13.0,88.0,4.0,9.0,163.4
other,dcbb199247b58cc620afedcf834689b933390fe4,4.0,78.0,6.0,84.0,2.0,4.0,114.25
other,1d6f0e75d599e2cb02f0fe182f7dbf966cd5cb2b,3.0,103.0,28.0,131.0,8.0,12.0,12.733.333.333.333.300
other,a409634d3653f494413366f875b25bb6f7daf266,4.0,220.0,6.0,226.0,8.0,15.0,133.75
other,c6503d260419fd3a042830c85ec492a4b37cac62,1.0,3.0,2.0,5.0,0.0,1.0,142.0
other,755bd91f75ea56d8df25148509601d29a04a756b,2.0,201.0,27.0,228.0,10.0,11.0,145.0
other,98c74ace40b089f2769afb3e56c59a64eef327cb,3.0,101.0,68.0,169.0,1.0,12.0,50.666.666.666.666.600
other,39971631fe865fefe1524a6b1cc5b9f24884ef88,4.0,321.0,2.0,323.0,12.0,13.0,21.75
other,0de100dc1ebef241a1d2afc6a544c8e65090217b,5.0,85.0,19.0,104.0,3.0,16.0,30.0
other,5f8697391232573026bf0d06b5501957b6c480fe,3.0,52.0,21.0,73.0,3.0,8.0,51.666.666.666.666.600
other,785d9e94387f404f571775a49c3a9438508bb659,6.0,120.0,330.0,450.0,1.0,208.0,14.566.666.666.666.600
other,8c7c963c24c3e347fd0d0fd641c27058d4eadc2c,1.0,5.0,6.0,11.0,0.0,3.0,47.0
security,0a4e510a94a3c8583c9348f8a90772b4e4bd7c8d,6.0,54.0,84.0,138.0,-1.0,14.0,16.333.333.333.333.300
security,0e199f608909793892b7883614c0d20a94c27916,2.0,22.0,1.0,23.0,1.0,2.0,38.0
other,4ef805fa1d9f7451a0a8498d03c45c289c3703e1,5.0,30.0,22.0,52.0,0.0,8.0,47.0
other,8e0a87a37436b645481b58216df84f01fed10d3e,2.0,23.0,21.0,44.0,1.0,6.0,36.0
other,1cabb0f58eac514bdd4528af6791d04cf936a05b,8.0,40.0,24.0,64.0,1.0,6.0,40.5
other,cd6ee52eac889031b8acef951fce61a69e28d876,2.0,3.0,15.0,18.0,-1.0,2.0,55.5
other,3cd57ac7ce755afa51835ad1961ce380929f3921,1.0,0.0,1.0,1.0,0.0,1.0,37.0
other,15c81fdfc2ba4ecfbadac5a7ec73fcc61f6624bc,14.0,29.0,27.0,56.0,0.0,21.0,60.857.142.857.142.800
other,94db3ceb0c071a2d0f91f4e25e1bcd1b2285e41e,2.0,141.0,0.0,141.0,8.0,8.0,7.0
other,180f6575735c33247ed3c5a53fab4572b4dd0f3f,3.0,172.0,0.0,172.0,9.0,9.0,25.666.666.666.666.600
other,67ac248168089574248b040aee68e378991539c7,2.0,130.0,144.0,274.0,3.0,47.0,134.5
other,41bee9b70dfbe182697e32d2a8ad1f4b2885af02,2.0,58.0,0.0,58.0,3.0,3.0,253.0
other,eec5b4a8c942d6468d1f6ba389185116228de63d,1.0,11.0,19.0,30.0,-2.0,5.0,104.0
other,5e62ed01a7e3e04e5411cee897815e7231335619,2.0,7.0,10.0,17.0,0.0,1.0,57.5
other,27c6e69c82a8252aed664b4ae6e09e5627778586,6.0,335.0,63.0,398.0,21.0,49.0,72.0
other,32b7675b726a1ca62f5080581f6daaf9b7c6a48e,8.0,197.0,200.0,397.0,-3.0,40.0,55.125
other,e74e3f3bf744ef7f4d8ee724a7cf2347e486cfab,11.0,139.0,193.0,332.0,-7.0,44.0,8.881.818.181.818.180
other,53ba84f06d7a2e8f209257a3d013af71757157e3,1.0,309.0,328.0,637.0,-1.0,35.0,21.0
security,a8327d121b9eeb3b61ae63f06095d423936a5da2,2.0,270.0,97.0,367.0,9.0,30.0,42.5
other,6ffd38e92898d4f02f9a8e5d8ca638bad297fbf9,10.0,615.0,12.0,627.0,90.0,104.0,68.7
other,117ebac9e235cf9e614237cd6c246d0dac5e0142,4.0,12.0,14.0,26.0,0.0,5.0,46.5
security,01d683637d29d804fdeadae68651b0dcb4a923ee,1.0,2.0,2.0,4.0,0.0,2.0,58.0
other,0ad37cede4624e3d4764c400b1b46fc195420941,20.0,241.0,238.0,479.0,0.0,147.0,38.0
other,4d068212aa1d0bcf0afc45b41a272c772a5b955c,12.0,65.0,133.0,198.0,-2.0,11.0,39.0
other,b78030a630dc0b757d77e8565241f984e11feaf8,2.0,2.0,2.0,4.0,0.0,2.0,77.0
other,1302835928112c85bf427702847ed5fe1c77f9fe,1.0,37.0,2.0,39.0,1.0,1.0,9.0
other,a21a3d38e362626381e0a47cc9fbd349b31b0449,1.0,2.0,2.0,4.0,0.0,0.0,36.0
other,6184a7f5cf2a1d97072aaccb9fc00e08003848e3,5.0,386.0,20.0,406.0,19.0,33.0,30.2
other,29ad4ba943710033124a6574142346b5646549c7,2.0,76.0,26.0,102.0,0.0,4.0,30.5
other,e362aac2fc19a81c10350796dc8a441cbadfdf47,2.0,37.0,1.0,38.0,2.0,3.0,38.5
other,090b2a1c2c130183ecfa6b88b2ebd1acfbe27123,2.0,4.0,2.0,6.0,0.0,1.0,103.0
other,986b6b65bac1d825b1c09079625f50dbd67a1e32,1.0,1.0,3.0,4.0,0.0,1.0,42.0
other,a89e492c108bbd5f68f73149aa38de61ffb77118,1.0,1.0,0.0,1.0,0.0,1.0,144.0
other,28a2695e2b5e73550baf4c0cc34b318a2be69e6e,1.0,10.0,9.0,19.0,0.0,2.0,144.0
other,9abf80c98ec19a4d195ba49e3f450b095f1ccff7,4.0,66.0,35.0,101.0,1.0,7.0,47.5
other,cbd185f592f59c23a650635041761199f12ce64f,2.0,24.0,17.0,41.0,0.0,2.0,205.0
other,d95341bb7bc13ee2a4c7a08d6c7f9944a8a51ae3,5.0,220.0,6.0,226.0,15.0,18.0,102.0
other,7a3bb19ea44f6771a20d3f5c323cc8bd15d73a56,1.0,1.0,1.0,2.0,0.0,1.0,48.0
other,d003dec9ac1fa325bd5ecd3408b14eb81670a253,1.0,3.0,1.0,4.0,0.0,1.0,15.0
other,122e99980d6f16ba4f13fc99135603600cf4823d,4.0,18.0,5.0,23.0,1.0,5.0,30.0
other,eef290de39fbed723b666dd0ad9cab1dc5553845,11.0,108.0,108.0,216.0,0.0,76.0,5.354.545.454.545.450
other,41e6e51a8bb8575bb4a78223797e78ae5e9b251f,2.0,4.0,3.0,7.0,0.0,3.0,67.5
other,7ec881f29b1ee6f7f210c36919720c9f43a06243,4.0,482.0,34.0,516.0,6.0,12.0,11.25
other,64b607fc113cec3c18d04574ee1c024192d8cc43,16.0,166.0,84.0,250.0,14.0,42.0,693.125
other,9678a24611cc732fd4fbb7c1e47c78382db878ff,2.0,37.0,0.0,37.0,2.0,3.0,82.0
other,426c11de7b411bd47e9ef5ba3ce08d8589a8a88c,3.0,571.0,69.0,640.0,30.0,35.0,42.333.333.333.333.300
other,f6617dd103dff6d494fce6ff9df95304375e862d,10.0,98.0,42.0,140.0,0.0,6.0,30.6
other,23602a85461e8deab52d2c943316ab5ab9f62369,1.0,4.0,1.0,5.0,0.0,1.0,38.0
other,a5535bd913324a2e0be4526f2d7129618e36bdde,1.0,2.0,2.0,4.0,0.0,1.0,76.0
other,c0c73046bb998beee981431ad9f24968966d63a2,3.0,4.0,6.0,10.0,0.0,2.0,29.333.333.333.333.300
other,b72c9567df964696afdf4335b9456c28d017afde,16.0,489.0,54.0,543.0,29.0,50.0,643.125
other,9eb307e586adc21ffaf90bb640da0bdd725b106c,4.0,622.0,13.0,635.0,47.0,48.0,32.25
other,424bd58b21379f4300d5aa7c9b2f2834d6bd6d11,6.0,738.0,2.0,740.0,40.0,40.0,25.0
other,6648193cbd7c6c1901a0a3133369a4d6088bb7a7,3.0,134.0,0.0,134.0,1.0,1.0,25.333.333.333.333.300
other,a4a79586d8aec87344ef81c0a46fcb3c8b61ce88,1.0,1.0,1.0,2.0,0.0,1.0,112.0
other,d8eb48aa55c34a25b581fa29f401cfe350d49de2,11.0,149.0,154.0,303.0,0.0,61.0,7.054.545.454.545.450
other,92b6f571d7f28c8c17bac39a56509fa82cf3cbc7,2.0,117.0,63.0,180.0,8.0,13.0,52.5
other,1962206a01ada5b0edbaa13f2a9841d83937c27e,4.0,250.0,81.0,331.0,11.0,58.0,123.75
other,767051119d7f2238b8520bdf090d3455d7e24239,2.0,1059.0,2.0,1061.0,78.0,79.0,130.0
other,3820b5c3355a0d5e48691c43481c6201a033a62c,1.0,1.0,1.0,2.0,0.0,1.0,146.0
other,c3bc8e25c831be4a844569ee431ef4dda60115ee,1.0,1.0,1.0,2.0,0.0,1.0,47.0
other,5f1ab03cd58eac2afcc01146f425cc3e533358b3,1.0,1.0,1.0,2.0,0.0,0.0,43.0
other,5991ab1ecb9ea0b31826bab38ec855a893475562,4.0,24.0,13.0,37.0,1.0,5.0,54.0
other,12f858caac6b9215b7d3cd84a781c812fae6c2bb,4.0,52.0,44.0,96.0,0.0,23.0,131.5
other,b1091b3f552a7badb7bf90faa68cfcc699845c94,2.0,32.0,15.0,47.0,0.0,8.0,61.0
other,112f020c411c9d14f34e480b98325777b25a7434,4.0,6.0,103.0,109.0,-12.0,19.0,131.25
other,ddac0083db1f4d8fccf68c23254751c4167565a1,4.0,54.0,9.0,63.0,2.0,7.0,71.25
other,f80b1f3a4a6a5ba3fa0366e8de425c5e229b6c5d,11.0,2749.0,845.0,3594.0,133.0,252.0,10.763.636.363.636.300
other,40c2e6aec09d139a4e96b45856020a5b324b01ef,5.0,12.0,14.0,26.0,0.0,4.0,80.6
other,8f1bc30cd1e821b8b3745502a0f442f54cdebce8,1.0,10.0,10.0,20.0,0.0,1.0,146.0
other,9cc7a5219f8f88bec35a073feab96abab4a9b42f,1.0,4.0,0.0,4.0,1.0,1.0,41.0
security,36cff8b86438a3b0f3bd3e701b374a1404a9168d,4.0,83.0,21.0,104.0,5.0,11.0,58.5
other,8d4230b78d283924842edbe963b10cfb43737338,1.0,7.0,1.0,8.0,0.0,2.0,150.0
other,bf47e69d3d32dba720c743aa2134be7739a8c293,1.0,1.0,1.0,2.0,0.0,0.0,52.0
other,1ef2c93ec134234e72abe254b1675bf4236f2300,4.0,37.0,80.0,117.0,-1.0,10.0,5.0
other,23d5851ebdb4d2f3aee160a19c3b9d1cb4b23999,11.0,308.0,188.0,496.0,5.0,67.0,6.954.545.454.545.450
other,39903819e93baa3e881dfd1e2e8b12cd31af5b81,1.0,1.0,1.0,2.0,0.0,1.0,20.0
other,c27e0fdc165282f1c64648bdae2a51ed10f14d40,11.0,298.0,216.0,514.0,5.0,56.0,779.090.909.090.909
other,83090befcca69b44c257b96afb519ca66282ca63,15.0,513.0,20.0,533.0,25.0,45.0,45.8
other,712e56de25c8c212d8c85c6b316faeb8789d731c,2.0,2.0,3.0,5.0,0.0,1.0,106.0
other,da1d7f23ea206d3ba96c228343d08df6f4abc3e0,4.0,310.0,3.0,313.0,21.0,24.0,30.75
other,bfac340626520863aeaeb079dee1dcf3769de2f6,3.0,20.0,3.0,23.0,1.0,3.0,61.666.666.666.666.600
other,b3ecd1e4e34d191941b152d7e7c4cb08e1c0201e,5.0,39.0,38.0,77.0,-2.0,13.0,29.4
